url,favs_lognorm
https://habrahabr.ru/post/314080/,0.386843470972
https://habrahabr.ru/company/plesk/blog/313732/,-0.56996235336
https://habrahabr.ru/company/etagi/blog/314000/,0.701958617674
https://habrahabr.ru/company/knopka/blog/314030/,0.496137286669
https://geektimes.ru/company/audiomania/blog/282058/,1.07437555129
https://habrahabr.ru/company/pechkin/blog/314066/,0.682780586856
https://habrahabr.ru/company/first/blog/314106/,0.469507866441
https://habrahabr.ru/company/vasexperts/blog/313558/,0.249155939753
https://habrahabr.ru/post/314108/,1.86204071933
https://habrahabr.ru/company/cbs/blog/313830/,-0.0195519663962
https://habrahabr.ru/company/jugru/blog/313908/,-0.00859510144181
https://habrahabr.ru/post/314110/,0.390588016626
https://habrahabr.ru/company/pt/blog/314112/,0.0227422268601
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.0589711759957
https://habrahabr.ru/post/314114/,0.747956196525
https://habrahabr.ru/post/314118/,0.967615900909
https://habrahabr.ru/post/314122/,0.54630473119
https://geektimes.ru/company/dadget/blog/281786/,0.0580329494028
https://habrahabr.ru/company/kickidler/blog/314042/,0.0156811686234
https://habrahabr.ru/company/it-grad/blog/312042/,-0.284169565581
https://habrahabr.ru/company/1cloud/blog/314022/,0.187538936779
https://habrahabr.ru/post/314126/,-0.818435692905
https://habrahabr.ru/post/313966/,0.291690884396
https://habrahabr.ru/company/piter/blog/314120/,0.459189816965
https://geektimes.ru/post/282094/,0.237284666671
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.233813593899
https://habrahabr.ru/company/ru_mts/blog/314134/,0.289493637991
https://habrahabr.ru/post/314028/,0.616045223668
https://habrahabr.ru/post/314136/,0.132817810026
https://habrahabr.ru/post/313904/,0.619555139713
https://habrahabr.ru/post/314140/,0.545188832628
https://habrahabr.ru/company/acronis/blog/309688/,-0.140055056773
https://geektimes.ru/post/282096/,-0.493375212021
https://habrahabr.ru/post/314142/,0.01054409513
https://habrahabr.ru/company/ivideon/blog/314138/,0.446810238406
https://geektimes.ru/post/282104/,0.237589793046
https://geektimes.ru/post/282102/,-0.172960791966
https://geektimes.ru/post/282016/,0.200808009696
