session_id,target
1,0.00274860141461
2,3.38136789997e-05
3,5.44705980866e-06
4,3.58371920472e-05
5,0.000502981795356
6,0.000926361453579
7,0.00400863678774
8,0.00460818741782
9,0.00122152384673
10,0.0204699097753
11,0.000246796525177
12,0.000141499341578
13,0.000833151538861
14,0.113343295545
15,0.00195092455986
16,0.00260056969493
17,0.018721285372
18,0.000182165488518
19,0.00202233190247
20,2.09938819198e-05
21,0.0235640714621
22,0.000545425332702
23,0.000513521912129
24,0.0333303086824
25,0.0721948195403
26,0.000111243343706
27,0.00168220823744
28,2.92526112192e-05
29,0.016812828965
30,0.00408008688054
31,0.0253310849575
32,0.0121284518825
33,0.00123331531327
34,0.00013107200155
35,0.0101114175266
36,0.000787659706215
37,7.25007648016e-06
38,4.00024779499e-05
39,0.000656492032923
40,0.000154364127161
41,0.00236415548793
42,0.0119080434746
43,0.000287317659332
44,0.000305392770932
45,0.0836321963344
46,0.000672851261778
47,0.002364913396
48,0.000876134942769
49,0.000533092839603
50,0.000174221863717
51,7.66048604468e-06
52,0.000261205475034
53,0.0176557785855
54,0.00156229891488
55,0.00226108787626
56,0.0373824021636
57,4.59558535969e-05
58,0.00034371515123
59,0.000177182728604
60,3.96662456733e-05
61,0.000172001172668
62,0.00147006736051
63,0.000263495158733
64,0.00188535041166
65,8.09398324243e-05
66,5.68201130375e-05
67,0.00145173310939
68,0.00301367307007
69,0.0496960997108
70,0.000582537913292
71,0.00277799820701
72,0.000595399207217
73,0.27853085001
74,0.000114554172217
75,0.000423235728797
76,0.0034515658721
77,0.00338363097485
78,0.00558638537227
79,0.000433434515715
80,7.9710439411e-05
81,0.000125661064042
82,0.00508221309159
83,6.55518027916e-05
84,0.306437368751
85,0.000308169679382
86,4.92446094591e-05
87,0.00794776814932
88,0.00165448047531
89,0.00313470723041
90,0.0412708094136
91,0.000403978358046
92,8.91350737684e-05
93,0.040537646362
94,0.00140572423837
95,0.118945355786
96,4.10680730067e-05
97,0.00340296142093
98,0.000349992101107
99,0.000366083076194
100,0.000293169401618
101,0.000454204781701
102,0.168105799437
103,0.00156545227204
104,0.00225259161067
105,0.000492893969709
106,0.000612082775553
107,0.0473980888718
108,0.000390274660933
109,0.000108138417259
110,0.000188710614267
111,0.00115609054546
112,2.08252509481e-05
113,0.00357279068333
114,4.03325472881e-05
115,0.000688461675316
116,0.000280630526546
117,0.00170123666507
118,0.00543124501685
119,0.00116665954781
120,0.00216511867403
121,0.000295415620841
122,0.000483967324448
123,0.000498742180708
124,0.000513180489182
125,0.00257250242341
126,3.92256490063e-05
127,1.64713709714e-05
128,0.000509197307314
129,0.00424648704712
130,0.00698466263174
131,0.00115172131636
132,0.00514392779669
133,0.00420863013878
134,0.000147809538991
135,7.38148632816e-05
136,0.00469497207455
137,0.000716412048547
138,0.00703837269246
139,0.000103412760529
140,0.000891536337888
141,9.93082048515e-06
142,0.00033467098342
143,0.00176863701359
144,0.00615821527866
145,2.4158406193e-05
146,0.00462174204334
147,0.000599779250618
148,0.00653945795829
149,0.00371067299059
150,0.0224339739891
151,3.15406668587e-05
152,0.0122380169674
153,0.00051946840803
154,0.000732851490205
155,0.000436907812625
156,0.000433272697153
157,0.000258613384693
158,0.00860793602056
159,0.000172096157682
160,0.000356765555964
161,0.00893203100744
162,9.46899995533e-05
163,0.000886254600605
164,0.00436426604288
165,8.77301624322e-05
166,0.000205003841333
167,0.0101241950333
168,0.00371067299059
169,0.00312481741787
170,0.000749871429957
171,0.00383122004843
172,0.00125449550093
173,0.000539656773093
174,0.00120883437878
175,0.191291645094
176,0.00788778478483
177,0.0140463591199
178,4.65583203354e-05
179,0.000348426163839
180,0.00246126442182
181,0.000283658047121
182,0.00832379521891
183,0.000197846662808
184,0.000261718843795
185,0.0014110171323
186,0.00216919305415
187,0.000115846984501
188,5.67791978532e-05
189,0.00433504467205
190,0.0012793027912
191,0.000947204599803
192,0.000361381039947
193,0.0105929674614
194,0.0053428826336
195,0.000902184496993
196,5.19340326849e-05
197,0.00179853149286
198,0.00356982542796
199,0.00778457602456
200,0.000191767446417
201,0.000503818501231
202,0.0178244315533
203,5.32172525658e-05
204,0.00214806246873
205,0.00605774070026
206,1.50230788204e-06
207,0.0022933565813
208,0.00716426823839
209,3.65808346904e-05
210,0.0143183913685
211,0.00220469013155
212,0.0100518791347
213,0.000217497714642
214,0.0201857080128
215,0.00690068075936
216,0.00518819760284
217,0.0308440637819
218,0.00230511829857
219,0.00168762434727
220,0.00477346477844
221,0.0039627558592
222,0.000481561923787
223,0.0337427699144
224,0.00160995009823
225,0.0079723387702
226,0.0051626087603
227,0.00922115142554
228,0.0029538854152
229,0.000758825202981
230,0.00357882479202
231,0.000273637696286
232,0.000247029337632
233,0.000433396732352
234,0.00219103739939
235,0.000298211206469
236,0.0015676797547
237,0.00411642291162
238,0.00349941308181
239,0.000656492032923
240,0.00461817416856
241,0.000192919661182
242,2.34762244459e-06
243,8.72481350813e-06
244,0.000618135618745
245,0.00084451649677
246,0.000336397126835
247,0.0879323617011
248,0.00128711512886
249,0.000135046431111
250,0.000980289863719
251,0.0258484895625
252,0.000488144904072
253,0.000410848680982
254,0.00236635281816
255,0.00515436302555
256,3.67915216537e-06
257,0.00182260970854
258,0.00870395111698
259,0.00491436222345
260,0.00428901311615
261,0.00044543847287
262,0.0131081314108
263,0.0016511542438
264,0.00273771485103
265,0.00104473026041
266,0.000166413868897
267,1.1774797718e-07
268,0.000248557144159
269,0.00157711748564
270,0.000341379112939
271,0.000155092511898
272,0.00109844999232
273,0.000246772499212
274,0.00237630717624
275,0.0109809790435
276,2.13098666772e-05
277,0.00299719208988
278,0.0133425347839
279,0.00010935924281
280,0.00459703866418
281,0.000178845548113
282,0.0208151375623
283,0.00326319105754
284,0.000271315939281
285,0.00017401045202
286,1.0149016553e-05
287,0.00452791803539
288,0.000110406796674
289,0.00115122431147
290,0.000150139169494
291,0.0106224507008
292,0.00192595112773
293,0.00691403176107
294,0.000779085969876
295,0.000349739888311
296,0.000281446730947
297,0.00115381962402
298,0.000596796038578
299,2.91267245203e-05
300,0.000693454075954
301,0.000110668179304
302,0.000626453297419
303,0.000377579153135
304,0.00804936318971
305,0.03962128072
306,0.000206441500029
307,0.00291910901284
308,0.00154074656657
309,0.002409838718
310,0.000381806849671
311,0.00639618139995
312,0.0158510559545
313,0.00284083123594
314,0.000281418995364
315,0.0020669927689
316,0.000133660757169
317,0.00292414176771
318,0.000510487432216
319,0.00120321102705
320,0.000312526693961
321,0.0170282692319
322,0.000563455013534
323,0.000432170588551
324,0.00247575935615
325,0.00498537585372
326,0.00352262178479
327,0.000610280520979
328,0.0071855471872
329,0.000356765555964
330,7.06598637294e-05
331,0.00644695753848
332,0.00271277068614
333,0.146329848948
334,0.000423979778961
335,0.000401356796312
336,0.00197118809974
337,0.0076729732553
338,0.0143859139423
339,0.00361369423618
340,0.00695796194034
341,8.05173017696e-05
342,0.00484359568924
343,0.00716697574994
344,0.0116980801642
345,0.00570184447347
346,0.000505521800852
347,0.534322533729
348,0.000149778040308
349,0.000223027743293
350,0.008323465573
351,0.00189520515091
352,0.0839926415861
353,0.0428657179225
354,0.00442035956982
355,0.0144041965742
356,0.00391734712113
357,0.00099065712757
358,8.44375461579e-05
359,0.115670872006
360,0.000268198754431
361,0.0150931058568
362,0.00454416838808
363,0.00225765401688
364,0.00622804482329
365,8.15977142391e-05
366,1.36166976997e-06
367,4.54824867103e-05
368,0.00478208940729
369,0.00760192906372
370,0.000459065420812
371,0.00379659474597
372,0.000189312812119
373,6.88025903793e-05
374,2.14370454251e-05
375,0.00032272845263
376,0.00509865147314
377,0.00163520687558
378,0.000261073572296
379,5.29925796611e-05
380,0.000690709786749
381,0.00184223951404
382,0.00927401278707
383,9.59664795666e-05
384,0.000810774324612
385,0.00928567837612
386,0.000242753371188
387,0.00161810823293
388,0.00345247243802
389,0.000127278026437
390,7.24287686275e-05
391,0.000173441076423
392,0.00494908013025
393,0.00115912140579
394,9.37758434359e-05
395,0.000466192010489
396,0.00076922983537
397,0.000264990246321
